tweet,date_time,real_sentiment,real_distilbert_sentiment
"New! Use Direct Messages to speak privately with a group of up to 20 people. Share Tweets, show emoji &amp; be yourself. https://t.co/8giGhC6OO0",27/01/2015 13:51,joy,positive
"You can now shoot, edit and share video on Twitter. Capture life's most moving moments from your perspective. http://t.co/31JoMS50ha",27/01/2015 13:41,joy,positive
"Two new features now launching on Twitter: capture life as it happens with video and speak privately with a group: https://t.co/sdcnCW9t16",27/01/2015 13:35,joy,positive
"Correction: be sure to track #snow Tweets with #blizzardof2015 (#tweetingwithmittens)",27/01/2015 00:57,neutral,neutral
"It's #snowing on Twitter. See how @TwitterData is tracking #bizzardof2015 &amp; #Snowmageddon2015: http://t.co/Mwbx0pAqlN http://t.co/FkXevGUf3E",27/01/2015 00:00,joy,positive
"We're introducing Tweet translation with @Bing Translator so you can read Tweets in multiple languages: https://t.co/RuraBeYa5S",22/01/2015 19:18,joy,positive
"New today for iOS users: a recap of some top Tweets you might have missed from accounts you follow. https://t.co/mpsJLZYiBU",22/01/2015 00:25,joy,positive
"Explore how last night's #SOTU happened on Twitter, state-by-state and issue-by-issue: https://t.co/52q4EMK3Hg http://t.co/AK59rJ40US",21/01/2015 17:56,neutral,neutral
"We’ve agreed to acquire @zipdial to make Twitter even more accessible to people around the world. https://t.co/2bs25PB9nW",20/01/2015 04:03,joy,positive
"Film &amp; TV producer @BrianGrazer is stopping by Twitter HQ today to host a Q&amp;A at 3pm PST. Tweet your questions using #GrazerIsCurious.",16/01/2015 20:30,joy,positive
"Two paths diverge in a Tweet. Which direction do you go? Choose your own adventure in this game created by @edent and start here: @wnd_go",13/01/2015 18:39,joy,positive
"#BallondOr winner @Cristiano was the most-mentioned footballer during today's award ceremony https://t.co/8l2Skbkbey http://t.co/0mYIkMewPJ",12/01/2015 22:08,joy,positive
"We've ranked the top moments and most-mentioned celebrities from last night's #GoldenGlobes: https://t.co/nYbrd39hxt",12/01/2015 20:07,joy,positive
"With the @GoldenGlobes just days away, fans are Tweeting about their favorite nominees: https://t.co/063kEAuoFf http://t.co/32vGZI4U1X",09/01/2015 16:10,joy,positive
"Our best #HappyNewYear wishes to you all. Here's a last look back at our blogs and Tweets in 2014: https://t.co/sJwgfNGdUI",01/01/2015 00:25,joy,positive
"As the world rings in the New Year, look back on 2014's most memorable moments: http://t.co/WYkBmiL3q6 #YearOnTwitter http://t.co/8SXLUNc1FU",31/12/2014 20:12,joy,positive
"What's the most-Tweeted 2015 #NewYearsResolution? Click below to guess and see the rest here: https://t.co/wJ3XjDpqXO http://t.co/wVdGREBUEK",31/12/2014 15:39,joy,positive
"Which inaugural @CFBPlayoff team does each U.S. county support? See our interactive map: https://t.co/zZfzdfVNmN http://t.co/Ze2mZpkp9H",29/12/2014 19:14,joy,positive
"Grab some popcorn and join @Sethrogen, @JamesFrancoTV and @evandgoldberg as they live-Tweet #TheInterview today at 2pm PT.",28/12/2014 17:02,joy,positive
"To celebrate 2014's final #FF, see which Muggles made @jk_rowling's list of favorite accounts on Twitter: https://t.co/nJgzYzVmPB #5toFollow",26/12/2014 18:50,joy,positive
"We asked @FCBarcelona &amp; @CBF_Futebol forward @neymarjr to share his favorite moments from 2014: https://t.co/UstWVOkZ0Z #YearOnTwitter ⚽",24/12/2014 16:58,joy,positive
"Tap to explore 2014's most memorable moments from #YearOnTwitter https://t.co/gotmThLQwF",23/12/2014 20:25,joy,positive
"Tweeting our warmest wishes today to you and yours for a happy holiday season. http://t.co/CYS4T24pZk",22/12/2014 16:30,joy,positive
"Need help with your account? Curious about how to get the most out of Twitter? Follow @support for tips, tricks and assistance. #FF",20/12/2014 00:27,joy,positive
"Who does @iamsrk think you should follow on Twitter in 2015? Check out the King of Bollywood's #FivetoFollow here: https://t.co/3rTDOtyen1",19/12/2014 02:17,joy,positive
"What do zombies, wolves &amp; dragons have in common? See @NielsenSocial's list of the most-Tweeted TV shows in 2014: https://t.co/jWIUItAwXa",16/12/2014 22:24,joy,positive
"From space, to selfies, to sports, the most memorable moments of 2014 happened on Twitter. #YearOnTwitter https://t.co/hb7JINN5yq",15/12/2014 19:16,joy,positive
"Q&amp;A w/ Oscars host @ActuallyNPH – Monday 12/15, 12:30pm ET. It's going to be legen (wait for it) dary. #AskNPH http://t.co/QnD4um8FDn",15/12/2014 01:35,joy,positive
"Which global moment in our #YearOnTwitter GIF is most memorable to you? Discover more at http://t.co/VoaTy2cENI http://t.co/zV2hQBhDh0",13/12/2014 22:41,joy,positive
"What to watch, how to watch, where to watch - Twitter users control the TV remote: https://t.co/YoKiBNMRE0 (via @twittertv)",12/12/2014 21:57,neutral,neutral
"Business, bball &amp; community. @dickc &amp; @Andre of the @Warriors in #AOLWinWin on @aoloriginals: http://t.co/HeNWuyHk9h https://t.co/6fKrYKVGQ4",12/12/2014 16:08,joy,positive
"Learn how researchers at @JohnsHopkins use Twitter data to help predict flu outbreaks: http://t.co/ul98UQG2kO",11/12/2014 23:00,neutral,neutral
".@chrisrock is hosting a Twitter Q&amp;A today. Ask questions using #AskChris &amp; join the conversation at 2pm PT / 5pm ET. http://t.co/hu9hCb0nFH",11/12/2014 18:03,joy,positive
"What does a #YearOnTwitter look like for @ladygaga? Explore 2014 through her eyes: https://t.co/APP7WzQWJC http://t.co/537DQOQVkZ",10/12/2014 22:50,joy,positive
"Step behind the scenes of #YearOnTwitter and discover 2014's most memorable moments: https://t.co/hbYMuWD5V2",10/12/2014 15:45,joy,positive
"If it happened in the world in 2014, it happened on Twitter. Explore the #YearOnTwitter: http://t.co/VoaTy2cENI http://t.co/hLwNOqagCM",10/12/2014 06:53,joy,positive
"One selfie to rule them all - @TIME has named the star-filled @TheEllenShow #Oscars selfie as the top photo of 2014: http://t.co/WzgMsar6CP",08/12/2014 18:41,joy,positive
"Watch as Twitter shifts from “#BlackLivesMatter” to “#ICantBreathe” — and back again, via @washingtonpost: http://t.co/Uxy08KLsF3",05/12/2014 23:41,anger,negative
"Take note of these holiday travel planning tips using Twitter, via @GMA: http://t.co/01azsbwZWq",04/12/2014 17:31,joy,positive
"How Twitter data helps @petajkt track flooding in real time around Jakarta to save lives: https://t.co/HlYH0jUEsa @TwitterData",03/12/2014 18:18,joy,positive
"We love a good bird reference. Cast your vote to help the @WhiteHouse select the National Thanksgiving Turkey: https://t.co/wMP98fpiEw",26/11/2014 16:29,joy,positive
"Via @Guardian, see how one journalist is using @Vine to raise awareness about the Ebola crisis in Sierra Leone: http://t.co/uAeHSfE6dy",24/11/2014 21:10,fear,negative
"Starting today, we're rolling out the ability for you to share Tweets via Direct Messages: https://t.co/zRFhYTfKDP",20/11/2014 19:57,joy,positive
"Giving #thanks in 140 characters: what are you grateful for? https://t.co/PyJnA1P41n",19/11/2014 18:08,joy,positive
"Move over, Cyber Monday, for “Twitter Wednesday” - biggest day for conversation around deals, sales (@mainstr): http://t.co/4Xp4r9EeFE",19/11/2014 17:06,joy,positive
"All the world's a stage on #LoveTheatre day. Celebrate tomorrow with @TwitterUK and 300 theaters &amp; organizations: https://t.co/rUmbrpd98g",18/11/2014 19:16,joy,positive
"Correction: it’s @SethRogen &amp; @evandgoldberg doing Twitter Q&amp;A Tuesday Nov 18, 4pm PT. Send your questions using #TheInterviewMovie.",17/11/2014 18:16,joy,positive
"Hey, @SethRogen &amp; @EvanGoldberg are doing Twitter Q&amp;A from our HQ Tuesday Nov 18, 4pm PT. Send your questions using #TheInterviewMovie.",17/11/2014 17:20,joy,positive
"The @WhiteHouse just debuted new #ItsOnUs PSA w/ Twitter video tool. Watch this important message here: https://t.co/k8XAk4Cp2n",13/11/2014 15:01,joy,positive
"Here are some insights into product improvements we’re bringing to Twitter in the coming months: https://t.co/Svds9V8UBW",12/11/2014 19:07,neutral,neutral
"Wow! @ESA_Rosetta Tweets ‘farewell‘ photo from space of @Philae2014 heading towards its historic #CometLanding http://t.co/AYRLHrpXVy",12/11/2014 14:46,joy,positive
"Last night @Jeopardy featured a category called Twitter Feeds. We'll take ""Best Category Ever"" for $500, Alex. http://t.co/RJ8OMh0vIW",11/11/2014 18:57,joy,positive
"It just got easier to Tweet on http://t.co/SlNTFacp9A. You can now compose new Tweets at the top of your home timeline.",05/11/2014 18:42,joy,positive
"Twitter and IBM partner to help companies make smarter decisions using Twitter data: https://t.co/Jgeutik3DV http://t.co/QXXIRRBYs9",29/10/2014 15:55,joy,positive
"Amy Poehler will be answering questions about her book ""Yes Please"" live from @smrtgrls, Mon 10/27 at 1:15ET #AskAmy http://t.co/VzymzqBFYB",27/10/2014 00:43,joy,positive
"#twitterflight is happening tomorrow! We'll live-stream the @flight conference starting at 10am PT. Tune in: http://t.co/XRiIcl0vDl",22/10/2014 04:29,joy,positive
"We’re testing &amp; exploring ways to include Tweets in your timeline we think you'll find interesting or entertaining: https://t.co/K9zqg5nTg0",17/10/2014 00:09,joy,positive
"The Twitter Audio Card, now with @iTunesMusic: https://t.co/qY1ldy0GHx",16/10/2014 21:36,joy,positive
"A new way to enjoy audio on Twitter: https://t.co/x43OimDgf5",16/10/2014 20:38,joy,positive
"Today we're taking legal action to provide more #transparency to our users about requests from the US government. https://t.co/hyY4Ui3dDH",07/10/2014 17:33,neutral,neutral
"Now it's easier to enjoy photos on Twitter for Mac. Share pics in messages, view/post up to 4 pics in Tweets: https://t.co/ZwtA39UiAo",02/10/2014 16:28,joy,positive
"We're also adding support for interactive push notifications if you have updated to iOS 8.",18/09/2014 20:11,neutral,neutral
"We're rolling out new profiles on Twitter for iPhone to make viewing all Tweets and photos easier: https://t.co/UUpghZGzg1",18/09/2014 20:10,joy,positive
"We’re testing commerce on Twitter. Please read our updated Terms (http://t.co/rnejoeG4jH ) and Privacy Policy (http://t.co/uVZBuWspC3).",08/09/2014 13:08,neutral,neutral
"A new way for you to discover and buy products on Twitter: https://t.co/6i1H6QjrL9",08/09/2014 13:06,joy,positive
"More http://t.co/eNvqKTup1d updates: Choose from new profile colors; now it’s easier to Tweet/message from an account's profile page. 2/2",03/09/2014 18:38,joy,positive
"We’ve made some updates to http://t.co/eNvqKTup1d. One is an updated web font for speed and readability. (1/2)",03/09/2014 18:37,neutral,neutral
"Want to know how your Tweets are performing? Check out the revamped Tweet activity dashboard: https://t.co/g6w5dsqIo0",27/08/2014 18:08,joy,positive
"Honored to be named @Glassdoor's top company for culture and values. #jointheflock http://t.co/tDbVGX48c6",22/08/2014 18:21,joy,positive
"We looked into which #Emmys nominees are receiving the most buzz on Twitter. Here's what we found: https://t.co/mfEtHL4SfF",22/08/2014 15:46,joy,positive
"Introducing a new Vine camera. Now you have the freedom to create a Vine any way you want. http://t.co/JVNnKE50Ns",20/08/2014 16:18,joy,positive
"Exclusive on Twitter: First view of @michaeljackson's “A Place with No Name” https://t.co/QUNxquAJna",14/08/2014 03:05,joy,positive
"Building a Twitter we can be proud of - here’s our diversity data to date. https://t.co/Xw2ktU5QQk",23/07/2014 20:32,neutral,neutral
"Today at Twitter: Ask @HillaryClinton your questions via #AskHillary, and watch the live conversation: https://t.co/laIiNwLG8v",21/07/2014 16:09,joy,positive
"Celebrate the month of fasting with #Ramadan &amp; #Eid. Tweet your celebration, connect across the world: https://t.co/3NPRJm9Xe6 @TwitterMENA",26/06/2014 13:39,joy,positive
"Welcome to the flock, @snappyTV: https://t.co/GH20415KrE",19/06/2014 13:18,joy,positive
"Forget all the friendlies. #WorldCup is here, and every moment is momentous. Love every second. https://t.co/WTUpIxw3kK",03/06/2014 17:35,joy,positive
"You can now tag up to 10 friends in photos on http://t.co/JbzACuw5a2. Learn more: https://t.co/icJVBHrgwN http://t.co/qVYOMnb3sF",28/05/2014 20:20,joy,positive
"We're rolling out the new web profiles for everyone today. Check out what you can do with the new look: https://t.co/lyN2WnT0q1",28/05/2014 18:16,joy,positive
"Music fans alert: @Billboard's Twitter Real-Time Charts are #NowLive ♬ https://t.co/8eHRjGUbTo",27/05/2014 23:59,joy,positive
"No matter where you’re from, you can use Twitter to express affection and thanks to mom: https://t.co/wtEeSyzOM4",09/05/2014 18:16,joy,positive
"We're updating http://t.co/mIbPaWEhll with a third column — more flexible for various screen sizes. http://t.co/cvWgoMjCME",08/05/2014 22:03,neutral,neutral
"So much more than words: The ultimate guide to photo-sharing on Twitter. See it now: https://t.co/DB5eiCS627",08/05/2014 18:55,joy,positive
"New http://t.co/JbzACuw5a2 profiles will be turned on for everyone May 28. Get ahead of the curve &amp; update yours: http://t.co/GpCan7yXGw",06/05/2014 21:06,joy,positive
"via @amazon: #AmazonCart: Add it Now. Buy it Later. Shop from within Twitter. https://t.co/K6RxONRaKT",05/05/2014 14:53,joy,positive
"It's World Press Freedom Day. Share what freedom means to you. #pressfreedom https://t.co/kGC1DMNXGw",02/05/2014 18:07,joy,positive
"New web profiles are now available for everyone. Update yours today with a pinned Tweet or a new header image. https://t.co/Y3VOV0XvRo",22/04/2014 18:58,joy,positive
"Announcing the first 6 #DataGrants winners, from 4 continents: https://t.co/mGv32sXhei",17/04/2014 21:36,joy,positive
"What's new: Real-time notifications on http://t.co/JbzACuw5a2 when someone is engaging with your Tweets. https://t.co/M4ZUdwSkXY",10/04/2014 20:12,joy,positive
"Your Twitter profile shows the world who you are. #newprofiles make it even easier and more fun. https://t.co/YjhZjQyTnP",08/04/2014 11:54,joy,positive
"Express yourself - with no hunting and pecking. https://t.co/GadIdK7nnV",01/04/2014 14:12,joy,positive
"Announcing an expanded partnership w/ @Kantar to bring Twitter TV measurement to more regions: https://t.co/302rUROPkR #DataofNow",31/03/2014 17:19,joy,positive
"Our recap of the week-long European #MuseumWeek celebration: https://t.co/X9GL8rJ3Tg",31/03/2014 01:01,joy,positive
"Victory for free expression in Turkish court: https://t.co/2uTmYA2MkB",28/03/2014 23:35,joy,positive
"Photos are getting more social. We're unveiling two new features: photo tagging &amp; adding up to 4 photos per Tweet: https://t.co/icJVBHrgwN",26/03/2014 20:36,joy,positive
"Challenging the access ban in Turkey: https://t.co/k0BZnRo50D",26/03/2014 13:28,anger,negative
"Make the most of your experience on Twitter with these 8 best practices. Follow @Support for more. https://t.co/PMKHhKkxq7",24/03/2014 18:30,joy,positive
"Happy Persian New Year! Here's a gift made by Persian Twitter fans to you, our Farsi-speaking users around the world. http://t.co/ClYFiHxxMH",20/03/2014 21:26,joy,positive
"For our 8th birthday, we're looking back at a few of our favorite first Tweets. You can too. http://t.co/CIkjRf8iNm #FirstTweet",20/03/2014 13:45,joy,positive
"Thanks to all of you who have come along in our first 8 years. Take a look at where we—and you—started. https://t.co/N0KQ85TJDs #FirstTweet",20/03/2014 13:37,joy,positive
"Happy birthday, @Web25! Celebrate + protect the open web by visiting http://t.co/fDowMShFpL #web25",12/03/2014 02:05,joy,positive
"Are tweets predictable? We looked for patterns in tweeted words and phrases for 2013 by day of week and month: https://t.co/OqulVFRV6u",11/03/2014 00:58,neutral,neutral
"SMS follow issue (and fix) for protected accounts: https://t.co/mAhleInkQl",09/03/2014 14:18,neutral,neutral
"There were 3.3 billion impressions of #Oscars Tweets. Read more: https://t.co/AOKHr4IoGB",05/03/2014 00:34,joy,positive
"Our look at the #Oscars tonight: more than 14.7 million Tweets. Details: https://t.co/x32pmGlLhZ",03/03/2014 06:51,joy,positive
"The envelope please….to @TheEllenShow - this is now the most re-tweeted Tweet with over 1 million RTs. Congrats!",03/03/2014 04:17,joy,positive
"via @TwitterSports: Celebrating #SB48 with more than 24.9 million Tweets - https://t.co/Zxhw2r9KVC More",03/02/2014 05:20,joy,positive
